2.01738716,1.212592419,0.738573824,0.468099621,0.773129705,1.19984252,1.310399745,1.063185083,0.640986135,0.378714482,0.391120453,0.337443334,0.191039192,0.127641313,0.065463831,0.04355295
1.1167866,6.531374734,1.692857082,0.572269925,0.358402324,0.85844737,1.18543472,1.157166157,0.913376873,0.428323175,0.285600923,0.251214388,0.182948314,0.113202166,0.050414681,0.042286087
0.516894325,2.676841177,11.30001453,1.263523583,0.596369344,0.544045429,0.793311638,1.031774825,1.033237061,0.601388491,0.329299167,0.167563931,0.100743755,0.094092905,0.057690448,0.05290205
0.282840043,0.700652902,4.361964987,13.92342826,2.108790058,1.090890364,0.812252929,1.077147255,1.117793873,0.939141961,0.498780601,0.228544841,0.110383343,0.057284215,0.028935961,0.022179926
0.462184646,0.382943211,0.536579591,3.663189722,4.670017837,2.369286421,1.457618197,1.1932512,1.006617013,1.046089659,0.692919836,0.400767833,0.15120398,0.043628324,0.036995252,0.038501848
0.850384386,0.463008877,0.314735847,1.192312695,2.688619079,3.344440627,2.109158179,1.540369442,1.209133126,1.005119244,0.894366574,0.487460872,0.207199866,0.055456,0.021004225,0.018644271
0.814168435,1.115666863,0.963452276,0.663681479,1.279517866,2.090685519,2.517987754,1.989905242,1.42320517,1.059267155,0.812625146,0.5765469,0.261343488,0.076379181,0.037960437,0.037550567
0.736924129,1.159969438,1.033507583,0.854542279,0.849735845,1.511010645,1.906098117,2.395927339,1.957735989,1.208882574,0.839629919,0.477265746,0.26160974,0.125048145,0.061932394,0.03005297
0.451129128,0.815459018,1.03169093,1.235674754,0.977922505,1.228868867,1.597107468,1.805926252,2.041862918,1.470103153,0.991434338,0.384457839,0.224333627,0.099480975,0.052620758,0.03090181
0.255590942,0.566481001,0.711599011,1.520817335,0.890163248,1.018268359,1.183393905,1.344768575,1.39497498,1.352293447,0.961183178,0.459603841,0.162683512,0.053528913,0.041595793,0.046497141
0.29664993,0.615344428,0.950978125,1.234404961,0.955584458,1.306957227,1.191513296,1.106787286,1.422524517,1.496447242,1.122545866,0.70942212,0.216222532,0.053585384,0.037742214,0.039179854
0.489201686,0.621522855,0.650236317,0.798475243,0.69692527,1.219727365,1.329101353,0.992434405,1.034884839,0.866894688,0.956020858,0.709198462,0.326388351,0.093306002,0.035990791,0.032539844
0.488065532,0.41053236,0.338606031,0.458009109,0.444567544,0.725068057,0.888640438,0.910403154,0.687642202,0.557209991,0.486553163,0.523540308,0.263397969,0.165805672,0.063985008,0.030693819
0.310918763,0.42209267,0.34760186,0.192970772,0.246148254,0.365301107,0.61216443,0.635623518,0.546992937,0.22631675,0.18941527,0.228124914,0.213690315,0.171605115,0.095060718,0.038842438
0.142551862,0.336901484,0.275127979,0.274420207,0.114274639,0.2364444,0.26633805,0.467479324,0.472870257,0.314444287,0.224064554,0.139366581,0.186458477,0.159452398,0.131396812,0.100891802
0.203777029,0.251008099,0.362180043,0.298857715,0.129798482,0.169674568,0.287205424,0.465963303,0.473532459,0.399779484,0.314879494,0.148910295,0.087377764,0.135581114,0.114820908,0.079496334
